company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
HSBC,"London, England, United Kingdom",2 weeks ago,180 applicants,Data Analyst,"Data Analyst £449.51 p/d London 4-month contract If you’re looking for a career that will help you stand out, join HSBC, and fulfil your potential. Whether you want a career that could take you to the top, or simply take you in an exciting new direction, HSBC offers opportunities, support and rewards that will take you further. We are currently seeking an experienced individual to join this team in the role of Data Analyst.   Role Context The ER Transformation Programme for 2024 is focused on implementing a new Investigations service operating model including:• Initial case assessment• Investigation Quality Review model• Globally standardised investigation process• Building Investigations Capability through skills review and Investigation AcademyThe role holder works independently and has a high level of flexibility to consult with the business at all levels. They will need to have the ability to work closely with and build good relationships with HRIT and ER SMEs.  Skills Business Analysis - the ability to understand, elicit, evolve existing processesAnalytic thinker - developing critical insights from data or other informationData management – processing data securely and using it to inform decisions Communicating with impact - clearly documenting and explaining processes, procedures and automated solution designs Project Management skills - Agile delivery experience, is desirable. Experience – EssentialExperience of data design and identifying configuration values from requirements to implementation deliveryExperience of operating in a significant programme and / or change environmentWorks in a flexible way, taking responsibility for all areas of work as required and adapt to change Experience – Desireable Experience in HR/ER with a strong understanding of the impact HR/ER processes have upon HR SystemsUnderstanding of ServiceNow, SuccessFactors and Automation principles  If you think you are up for the task and feel you meet the above criteria or interested to hear more information, please contact me on Amy.walker@tapfin.comPlease note, in the event of a high volume of applications for this role, we will not be able to respond to each individual applicant. Unfortunately, if you have not been contacted in 7 days then we will not be progressing with your application. Thank you for your understanding


        Show more

        


        Show less",Associate,Contract,Analyst,Banking
JLB,"London Area, United Kingdom",1 week ago,139 applicants,Data Analyst - Formula 1 Team,"JLB are delighted to be partnering with a Top Formula 1 Team.This is an elite opportunity for an ambitious, passionate and growth orientated individual.Our client are seeking the very best data analysts in the world that are excited about working for a sport at the top of Innovation! This role will be crucial in helping the business understand, consume and have access to their data and drive new insights, this will actively contribute to the team’s primary objective of being a top three team in the FIA Constructor’s Championship and Future World Champions!ResponsibilitiesWork with stakeholders to understand their data requirements for reports, dashboards and analyticsDesign, build and deploy dashboards and reports in Power BI Evaluate and improve existing BI dashboards and reportsPerform data mapping and modellingHandle and oversee data pipelines, automating data collection and integration from diverse sources, and interacting with API systemsQualificationsExpert Power BI knowledgeAbility to take client requirements, understand them and turn them into a powerful story told through engaging visuals in Power BIExperience working in an agile environment using Azure Dev OpsExperience of designing and building data models using Data Analysis Expressions (DAX)If you think you have the skills and want to be a key contributor please apply*Anyone in the world may apply but must be willing to relocate to the UK - Visa will be supplied by the Business.**Due to the specific requirements of the role, we will only be able to respond to candidates with relevant experience.*


        Show more

        


        Show less",Mid-Senior level,Full-time,Analyst,Spectator Sports and Sports Teams and Clubs
TLC Worldwide,"London, England, United Kingdom",1 week ago,,Junior Data Analyst,"Are you ready to join the world's premier MarTech solution?⭐⭐⭐ WE ARE HIRING A JUNIOR DATA ANALYST ⭐⭐⭐👇 About UsTLC has become THE global MarTech solution to reward consumer behaviour with experiences. Now operating from 14 worldwide hubs, the TLC Platform connects millions of consumers with over 150,000 experience reward venues. We trust in decades of proprietary data to ensure we offer the right experience to every individual.At TLC, we know that experiences make life more rewarding!We are looking for innovative, passionate and caring people to join our team and help us continue to build our success story!Duties & ResponsibilitiesWork with large datasets to identify trends, insights, and opportunities for improvementDesign, develop and maintain SQL queries, reports, and dashboards using ThoughtSpot and SnowflakeDevelop data models, ETL processes, and data pipelines to support reporting and analysis needsCollaborate with cross-functional teams to define business requirements and data needsIdentify and resolve data quality issues and inconsistenciesPerform ad-hoc analysis and provide insights to support business decisionsStay up-to-date with industry trends and advancements in data analytics and technology.Work closely with stakeholders to understand their business requirements and translate them into data requirements. Provide insights and recommendations to stakeholders based on data analysis.QualificationsBachelor's degree in a relevant field such as Computer Science, Mathematics, or StatisticsProven experience as a data analyst using SQL, ThoughtSpot, and SnowflakeStrong proficiency in SQL and database managementExperience designing and developing reports and dashboards using ThoughtSpot and SnowflakeFamiliarity with ETL processes and data pipelinesStrong analytical skills with the ability to identify trends, patterns, and insights from dataExcellent communication skills with the ability to explain complex data concepts to non-technical stakeholdersAbility to work independently and manage multiple projects simultaneouslyKnowledge of data visualization tools such as Tableau, PowerBI or Looker would be an advantage.🥳 Here's what we've got to offer:Dynamic & collaborative teamCreative work environmentCareer progression and upskilling opportunitiesWeekly Happy HourTLC WellnessGlobal Clients & Team exposureTLC 'Fun Club' & Social Calendar (known to include pizza deliveries!)TLC Gives Back - Charity partner/off site days.'The Frankies' - Our very own awards/staff recognition event. 🏆Being a people-led business, we hire upon values and believe that our people are what make the beloved TLC culture so unique.At TLC we aim to create a ‘world within the world’ that is free from prejudice, bias and inequity.A world where diversity is valued and celebrated, and where we work hard to ensure all our wonderful people are given equal opportunity to succeed.If you are ready to be part of the TLC Worldwide success story, click to apply today! 📝😁 We look forward to seeing your application!


        Show more

        


        Show less",Entry level,Full-time,Information Technology,Advertising Services
O50C,"London, England, United Kingdom",2 weeks ago,138 applicants,Data Analyst,"O50C is an Age Diverse recruitment agency working with many of the UK’s FTSE 500 organisations across multiple sectors. Ensuring Workforce Age Diversity = positive Disruption.We have been briefed on an exciting opportunity for an accomplished data analyst to join a rapidly expanding retail business, playing a pivotal role in facilitating data-driven strategic decision-making.This Data Analyst involves working across a multitude of data sources such as inventory, workforce, sales, products, and socials, with the potential for this list to expand continuously. Collaboration with various business units is essential to derive insights from these diverse data sources, presenting valuable information to our leaders for strategic and day-to-day decision-making. The role significantly contributes to our growth, agility, and the ability to respond promptly, making a direct impact on our client’s trajectory, decisions, and expansion.Role Responsibilities:Leverage Power BI to conceive, develop, and implement visually appealing and interactive reports, dashboards, and data visualizations from a range of data sources.Work collaboratively with cross-functional teams to comprehend reporting requirements and translate them into effective visualizations and reporting solutions.Extract and manipulate data from various sources to ensure the accuracy, consistency, and reliability of reports.Maintain and enhance existing Power BI reports, consistently improving data visualization techniques and report performance.Identify trends, patterns, and opportunities within the data to offer actionable insights for different business functions.Support stakeholders by presenting and explaining insights derived from reports, aiding informed decision-making.Proactively monitor data quality and integrity, addressing issues and ensuring data accuracy.Essential Requirements – Skills, Qualifications & Experience:Demonstrated experience (1 year) working with Power BI and crafting reports, dashboards, and data visualizations.Achieved a 2:1 or higher in a STEM degree.Robust understanding of data analysis, data visualization principles, and statistical methodologies.Proficiency in SQL and adept data querying, extraction, and manipulation skills.Familiarity with diverse data sources and data modelling.Exceptional analytical and problem-solving capabilities.Ability to communicate complex findings and insights effectively to non-technical stakeholders.Detail-oriented with a strong sense of ownership and accountability.Proactive and capable of working independently or collaboratively in a team environment.


        Show more

        


        Show less",Mid-Senior level,Full-time,Information Technology,Retail and Hospitality
Endeavor,"London, England, United Kingdom",2 weeks ago,194 applicants,Data Analyst,"Data Analyst - EndeavorRole and ResponsibilitiesThe Data Analyst role sits within the Analytics team of the Data Services department responsible for all data applications across the company’s divisions globally from Big Data, Data Warehousing, Business Intelligence, Analytics and Data Science. Main responsibilities include:Dashboarding and Reporting: Build and maintain customer facing reports and interactive dashboardsData Analysis and Insights Presentation: Analyse and investigate data, identify any new patterns and insights and turn these findings into actionable business recommendationsAd-hoc analysis: Perform and address any new, ad-hoc business request in a timely manner, asking the right questions to understand requirements and goalsAutomate data processes: Use a variety of tools and techniques to fully automate your scripts, analytics, dashboards and insightsWork with the wider data analytics team (data analysts, business analysts and managers) to uncover and solve any data problems related to quality and consistencyWork with the rest of the department to ensure that requirements are clearly understood by the Engineering team and liaise with the business to ensure a free flow of communicationRequired ExperienceBachelor’s degree in Maths, Information Systems, Computer Science or equivalent experience requiredHave1 to 2 years of data experience in reporting, analytics, database management, dashboard creation, automation and insightsExcellent skills in SQL for data access, gathering, manipulation, and modellingSome skills in Python or R for data manipulation, transformation, and modellingExcellent knowledge of data visualization tools like Power BI (preffered) or TableauKnowledge of automation processesTeam player; ability to effectively interact and collaborate with other people in the business (analysts, engineers, managers, etc)Good interpersonal, written, and oral communication skillsAlways maintain complete confidentiality and discretion. All Endeavor employees are required to sign a confidentiality agreement, and any breach of this agreement will result in immediate disciplinary proceduresPreferred SkillsMaster’s degree in Maths, Information Systems, Computer Science or equivalentKnowledge of big data cloud technologies like Snowflake, Databricks, Azure or AWSUnderstanding of the Agile delivery methodAdditional Responsibilities and Duties when necessaryTake part in analytical and reporting related workshops and meetings including those in the USAvailable to work out of normal business hours and weekends when required


        Show more

        


        Show less",Entry level,Full-time,Information Technology,"Spectator Sports, Broadcast Media Production and Distribution, and Entertainment Providers"
Amplifi Capital,"London, England, United Kingdom",3 days ago,,Graduate Data Analyst,"About Us:  One-third of the UK working-age population is not able to access mainstream financial services. These people find themselves excluded from affordable credit and treated poorly by mainstream financial institutions. Too few are successfully supported on the journey to financial health. Our purpose is ""To improve the nation's financial health through accessibility, affordability and community."" We are a fast-growing social FinTech company giving not-for-profit Credit Unions in the UK access to a state-of-the-art fintech ecosystem. We aim to grow a select group of Community Lenders into a network of challenger banks offering a viable alternative to high-cost lenders.We are a small and dynamic team of about +250 people, offering a suitable graduate the opportunity to have an immediate impact on the business and grow with us as we look to add on 100-200 new colleagues in the next three years. We have over +120,000 customers on our platform and it's increasing rapidly.We grew significantly in size over the last year and the credit unions on our platform are the biggest players in the UK.We have big ambitions and a management team to deliver it; with +100 years' experience in banking across Credit Suisse, UBS, and Barclays.The Role:Please note you will be required to have the right to work in the UK without a visa and we are not able to accommodate graduate visas right now.Following the success of our data graduate program last year, we are pleased to announce we will be hiring 5 Graduate Data Analysts in 2024.The Graduate Data Analyst will join an existing team working in a fast-paced start-up environment. You will move through a series of areas in a structured programme within the business including data and decision systems, credit risk, decision science and commercial analytics, after which you will have an opportunity to graduate into a permanent position within one of those teams. To do well in this role you need a great attitude, a passion for learning and a desire to succeed within the modern information economy.Data and analytics are at the heart of our business and from the start of the program you will be solving real-world business problems that will have a significant impact on our activities.Bring us your enthusiasm, technical skills and analytical mind to help us meet our growth aspirations. In return, we'll give you an unrivalled insight into our fast-changing business, and all the training and expert support you need to become a Data Scientist or Analyst. Responsibilities:Understand data structures, data storage and data systems.Understand data creation and how to connect from operations to reporting.Build reports appropriate to provide operations with business value and enabling management oversight.Analyse data to generate insights and understand exceptions.Support other team members with quality checking, skills cross-sharing and learning together.Processing confidential data and information according to guidelines.Understanding and appreciating the importance and implementation of security and security protocolSupporting initiatives for data integrity and normalization.Generating reports from single or multiple systems.Develop bespoke analysis; highlighting and understanding areas of P&L underperformance.Build and model out decision-making Net Present Value models.Troubleshooting the reporting database environment and reportsLearn and apply various model development techniques - traditional (GLM modelling) as well as more recent (Machine Learning)Learn how financial services operate and how to support the broader business in achieving the company goals.Learn and apply the science behind credit management and how data, processes, systems and people all work together to deliver continuous improvement.Scheme Details• Rotation programme across different disciplines and teams:o Data and reporting (6 months)Wrangling, extracting, standardising and productionising data into, warehouses and marts for use by the organisation as MI or for Analysis.o Credit risk analytics (6 months)Identifying and implementing strategies to minimise loses while maximising the bottom line, whilst keeping us in control.o Commercial analytics (6 months)Identifying and Implementing strategies to maximise the bottom-line using pricing and profit models.o Decision Science Modelling (6 Months)Using Machine Learning techniques to build / update predictive, NLP and categorisation models for use by the business in solving business problems.After the placements, you will specialise in one of the teams above. Formal training will be provided:o Online courses for SQL / Python / Power BI / Modellingo Classroom training on SQL / Python / Power BI / Business Model / Financial Modelling / Credit Risk AnalyticsRequirementsBachelor's STEM degree from an accredited university, with strong history of Academic success.Ability to work well with others at all levels within a company.Strong analytical and process thinking skills.High-level written and verbal communication skills.Committed and driven - you won't be here to make the coffee!BenefitsCompetitive salary25 days annual leavePensionDiscount shoppingPrivate health insuranceTravel Loan Ticket SchemeCommitment:We are committed to equality of opportunity for all staff and applications from individuals are encouraged regardless of age, disability, sex, gender reassignment, sexual orientation, pregnancy and maternity, race, religion or belief and marriage and civil partnerships.Please note that all roles are subject to pre-employment checks.


        Show more

        


        Show less",Entry level,Full-time,Information Technology,Financial Services
CereCore,"London, England, United Kingdom",2 days ago,,Data Analyst,"Role: Data Analyst Location: Hybrid, United Kingdom Contract: Fixed Term Contract (12 – 18 months)  About us:  CereCore was formed in 2001 as a shared service business within a large hospital operator. We focus solely on helping healthcare organisations align business and IT strategies to improve processes and patient care.  At CereCore, our heart for healthcare is interconnected with our knowledge of technical solutions creating a vital link that ultimately drives the delivery of high-quality care. We are a wholly-owned subsidiary of Hospital Corporation of America (HCA) Healthcare.  The role:  Cerecore International, a leading provider of healthcare technology solutions, is seeking a detail-oriented and analytical Data Analyst to join our team on our Electronic Health Records (EHR) program, you will play a crucial role in data migration, data mapping, and stakeholder management activities. Bonus skills in SQL are highly desirable to support the custom build-out of the EHR platform. This position offers a unique opportunity to contribute to the success of a transformative healthcare technology initiative..  Your Responsibilities: Data Migration: Lead and support data migration efforts from legacy systems to the new EHR platform, ensuring data integrity and accuracy throughout the process. Data Mapping: Collaborate with cross-functional teams to map data elements and schemas between different systems, ensuring seamless integration and data flow. Data Analysis: Analyse and interpret data to identify patterns, trends, and discrepancies, providing insights to inform decision-making and system optimisation. Stakeholder Management: Engage with internal and external stakeholders to gather requirements, address concerns, and ensure alignment with project goals and timelines. SQL Support: Utilise SQL skills to query, manipulate, and transform data as needed to support custom build-out and reporting requirements of the EHR platform. Quality Assurance: Perform thorough quality assurance checks on data migration processes, data mappings, and system configurations to maintain data accuracy and consistency. Documentation: Maintain comprehensive documentation of data migration processes, data mappings, and system configurations for future reference and auditing purposes. Training and Support: Provide training and support to end-users and stakeholders on data-related processes, tools, and best practices. Continuous Improvement: Identify opportunities for process improvement and optimisation in data migration and management workflows. .  Position Requirements:   Education Bachelor's degree in Computer Science, Information Technology, Data Science, or a related field. Experience Proven experience in data analysis, data migration, or EHR implementation, preferably within the healthcare industry. Data Skills Proficiency in data analysis tools and techniques, with strong attention to detail and accuracy. SQL Proficiency Experience with SQL for data querying, manipulation, and reporting. Experience with other programming languages or ETL tools is a plus. Stakeholder Management Excellent communication and interpersonal skills, with the ability to effectively engage with diverse stakeholders at all levels. Analytical Thinking Strong analytical and problem-solving skills, with the ability to translate data into actionable insights. Project Management Ability to manage multiple priorities, meet deadlines, and adapt to changing requirements in a dynamic environment. Documentation Strong documentation and organisational skills, with the ability to maintain accurate records and documentation.  Life at CereCore:  Complete freedom and autonomy to work how you want to Encouraged to build collaborative relationships Involvement in decision-making and helping drive results Self-Leadership and promotion of continuous professional growth 600+ Clinical and Technical Professionals 400+ Hospitals Supported 3500+ Care Settings Supported  Company Benefits:  Competitive salary 25 days holiday (plus 8 Bank Holidays) Pension Life insurance Core Critical Illness Cover (£10K) Health assessment Personal accident insurance Private GP service Private dental Travel Insurance Buy / Sell annual leave Cycle to work scheme Dining cards Will writing Season ticket loan GymFlex  CereCore Awards:  Three-time winner of Modern Healthcare’s Best Places to Work in Healthcare Award Three-time winner of ClearlyRated’s Best of Staffing and Talent Awards (Only 2% of the nation's staffing firms have this recognition) Silver Stevie® Award Winner for Achievement in Customer Satisfaction in The 20th Annual American Business Awards® Five-Star Best Practice MEDITECH Infrastructure as a Service (IaaS) provider (This industry-defined standards assessment rated us as a premier hosting provider for the past five years). MEDITECH-Ready Certified designation validates our expertise and capabilities to deliver solutions across all areas and versions of the MEDITECH solution. Participant in ServiceNow Partner and Service Provider Partner Programs Hundreds of professional technology certifications including ITIL, Six Sigma, PMI, CHCIO, Epic, and more. Hundreds of professional clinical certifications including nursing, health informatics, pharmacy, radiology and doctorates  CereCore is committed to sustaining a workforce that reflects the diversity of the global customers and communities we serve, and to create a fair and inclusive culture that enables all our employees to feel valued, respected and engaged. We are an equal opportunity employer. We provide equal opportunities without regard to race, colour, religion, gender, sexual orientation, gender identity, gender expression, pregnancy, marital status, national origin, citizenship, covered veteran status, ancestry, age, physical or mental disability, medical condition, genetic information, or any other legally protected status in accordance with applicable local, state, federal laws or other laws.   We thank all applicants for applying


        Show more

        


        Show less",Associate,Full-time,Information Technology,Hospitals and Health Care
Mars,"London, England, United Kingdom",4 weeks ago,,Data Analysis & Visualization,"Job Description:Are you enthusiastic about assisting customers in expediting their journey with Full Stack, UI/UX for Machine Learning and Cloud Applications? Mars is in search of a seasoned Full Stack, UI/UX Senior Developer, with a specialization in crafting cutting-edge user interfaces for AI/ML products, facilitating swift adoption by users. The ideal candidate is expected to possess the skills necessary for scrutinizing business processes and crafting user interfaces using the latest versions of REACT and Angular. Responsibilities also include leading and coaching various development teams across multiple projects, facilitating the exchange of React/Angular modules/components, and standardizing the user interface within laboratory system projects. What are we looking for?Bachelor's or Master's degree in Electrical Engineering, Computer Science, Computer Engineering, or related fields, with a minimum of 5+ years of relevant experience. More than 5 years of experience in developing feature-rich, interactive user interfaces for both consumer and enterprise web applications. Expertise in HTML5 and CSS3. Profound knowledge of Django APIs. Proficiency in TypeScript and JavaScript development. Expertise in the latest REACT and Angular frameworks (version 11 and above). Hands-on experience with Node.js/NPM, Bootstrap, or similar frameworks. Practical experience with Python, backend Databases (Postgres, MySQL, Oracle), and SQL. Familiarity with UI/UX prototyping tools. Familiarity with UI testing tools like Selenium. Exceptional verbal and written communication/documentation skills. What will be your key responsibilities?Proficiency in agile sprint/scrum processes. Collaborate with the R&D team to assess, design, and develop enterprise-capable UI/UX. Create wireframe prototypes. Profound understanding and background in Cloud deployments, Containerization, and Microservices Architectures. Knowledge of Kubernetes is a valuable asset. Experience with Django APIs and their integration with the user interface. Bonus experience in working with the UI/UX of AI/ML applications. Provide support and troubleshooting for production systems when necessary. Adequately document style and implementation guidelines. The ability to work independently and essential skills in verbal and written communication, leadership, interpersonal interaction, and teamwork are indispensable. What can you expect from Mars?Work with over 130,000 diverse and talented Associates, all guided by the Five Principles.Join a purpose driven company, where we’re striving to build the world we want tomorrow, today.Best-in-class learning and development support from day one, including access to our in-house Mars University.An industry competitive salary and benefits package, including company bonus.Mars is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. If you need assistance or an accommodation during the application process because of a disability, it is available upon request. The company is pleased to provide such assistance, and no applicant will be penalized as a result of such a request.


        Show more

        


        Show less",Associate,Full-time,Information Technology,"Technology, Information and Media"
Cirium,"Heathrow, England, United Kingdom",2 weeks ago,,Data Analyst,"Data Intelligence Solutions Analyst About the Business: At Cirium, our goal is to keep the world connected. We are the industry leader in aviation analytics; helping our customers understand the past, present, and predicting what will happen tomorrow. Our mission is to transform the aviation industry by enabling airlines, airports, travel companies, tech giants, aircraft manufacturers, financial institutions and many more accelerate their own digital transformation. You can learn more about Cirium at the link below. https://www.cirium.comAbout our Team: Working for the Data Intelligence team you will be involved in a range of projects delivering customised data solutions which enable faster and more informed decision making through dynamic and interactive data analysis & visualisation.About the Role: Our datasets are under constant review, change and improvement. We are looking to hire a Data Intelligence Solutions Analyst to become part of a dedicated team. You will be responsible for improving operational efficiency across data operations and providing key insight to the business through accessible data analytics and process improvements.ResponsibilitiesSupporting Data Owners to effectively manage requests from internal and external clientsfocused on our key foundational datasets.Collaborating with DI Solutions Engineers to build data pipelines and supporting infrastructure.Managing production process of all new customised data solutions and accessible data metricsEnsuring all related SoP documentation is created and maintainedAlerting and reporting on data quality performance across key foundational datasetsFeeding back across all DI products including Data DownloadProducing impact and performance metrics across data, processes & toolingMonitoring data quality levels and introducing proactive alerting to the businessRequirementsHave expertise in Power BI, MS OfficeDemonstrate good knowledge of SQL and PythonHave analytical reasoning and problem solvingCode comprehension – ability to interpret and understand existing infrastructure and scripts to undertake projects to expand,improve, or maintain them.Be a self-starter, proactive thinking, and comfortable working independently.Have understanding of Agile development principles and good understanding of best practicesHave ability to work closely with stakeholders from project inception to implementationLexisNexis Risk Solutions is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, sexual orientation, national origin, disability status, protected veteran status, or any other characteristic protected by law.


        Show more

        


        Show less",Associate,Full-time,Analyst,Information Services and Airlines and Aviation
Infosys Consulting,"London, England, United Kingdom",2 months ago,,Data Analyst,"At IC we are on a mission to drive innovation through data and AI. We believe that curiosity and forward thinking are at the heart of every successful data professional. We are seeking talented individuals at various levels to join our dynamic team and help us shape the future of data-driven solutionsRequirements Bachelor's degree in a related fieldAnalytical skills and the ability to think criticallyKnowledge/Experience in 1 or more of the following:Data Strategy (Operating Models, Data Regulations, Data & AI Ethics)Data governance, Data management & Data QualityData Architecture, Data Engineering & AI EngineeringData visualization, ML and Insight generationKnowledge of data engineering and insight tools (SQL, R, Python, SAS, Alteryx, Tableau, Qlik, Power BI)Knowledge of ETL processes and cloud platforms (e.g., Google Cloud, Microsoft Azure, AWS, Data Factory)Excellent communication and teamwork skillsCuriosity and a passion for problem-solvingPassion for innovationBenefitsCompetitive compensation and performance-based incentivesOpportunities for career advancement and professional developmentComprehensive health and retirement benefitsInclusive and collaborative work environmentAccess to cutting-edge data and AI projects


        Show more

        


        Show less",Mid-Senior level,Full-time,Consulting,"Technology, Information and Internet"
